transaction_id,customer_id,store_id,product_id,transaction_date,channel,quantity,discount_pct,year_month
T0048446,C00240,S015,P0081,2025-10-02,Mobile,1,0.1,2025-10
T0002237,C00045,S020,P0171,2025-10-02,Online,1,0.0,2025-10
T0042705,C00072,S030,P0027,2025-10-02,Online,1,0.0,2025-10
T0004107,C00227,S042,P0217,2025-10-02,InStore,1,0.2,2025-10
T0042734,C00003,S035,P0128,2025-10-02,InStore,1,0.0,2025-10
T0016713,C00198,S008,P0218,2025-10-02,InStore,2,0.15,2025-10
T0049833,C00211,S032,P0066,2025-10-02,InStore,1,0.0,2025-10
T0002882,C00110,S008,P0018,2025-10-02,Online,1,0.0,2025-10
T0011415,C00168,S029,P0119,2025-10-02,Online,2,0.0,2025-10
T0020083,C00104,S037,P0181,2025-10-02,Online,1,0.1,2025-10
T0040603,C00188,S012,P0027,2025-10-02,Online,1,0.0,2025-10
T0015871,C00029,S025,P0007,2025-10-02,InStore,1,0.0,2025-10
T0040584,C00121,S035,P0244,2025-10-02,Mobile,1,0.0,2025-10
T0036790,C00234,S028,P0019,2025-10-02,Online,2,0.0,2025-10
T0047394,C00225,S045,P0109,2025-10-02,InStore,1,0.0,2025-10
T0040539,C00183,S003,P0019,2025-10-02,InStore,4,0.0,2025-10
T0009080,C00131,S007,P0213,2025-10-02,InStore,1,0.05,2025-10
T0000086,C00002,S030,P0239,2025-10-02,Mobile,1,0.0,2025-10
T0016744,C00233,S001,P0207,2025-10-02,InStore,1,0.0,2025-10
T0004013,C00092,S048,P0118,2025-10-02,Mobile,2,0.0,2025-10
T0018801,C00053,S041,P0180,2025-10-02,InStore,2,0.0,2025-10
T0040426,C00222,S022,P0138,2025-10-02,InStore,1,0.0,2025-10
T0043048,C00182,S045,P0088,2025-10-02,InStore,2,0.0,2025-10
T0043052,C00071,S007,P0187,2025-10-02,InStore,1,0.25,2025-10
T0036931,C00023,S003,P0230,2025-10-02,InStore,2,0.0,2025-10
T0046361,C00088,S027,P0163,2025-10-02,InStore,1,0.0,2025-10
T0040208,C00050,S011,P0160,2025-10-02,Online,3,0.1,2025-10
T0046459,C00047,S022,P0182,2025-10-02,InStore,2,0.0,2025-10
T0039696,C00030,S040,P0185,2025-10-02,Online,1,0.0,2025-10
T0019080,C00003,S012,P0030,2025-10-02,InStore,1,0.25,2025-10
T0047579,C00142,S012,P0153,2025-10-02,InStore,1,0.15,2025-10
T0019341,C00143,S024,P0138,2025-10-02,InStore,1,0.0,2025-10
T0012123,C00014,S026,P0078,2025-10-02,InStore,1,0.0,2025-10
T0041869,C00223,S042,P0045,2025-10-02,InStore,3,0.0,2025-10
T0048011,C00022,S030,P0223,2025-10-02,Online,1,0.05,2025-10
T0047723,C00115,S038,P0078,2025-10-02,InStore,1,0.0,2025-10
T0047950,C00242,S037,P0150,2025-10-02,InStore,3,0.0,2025-10
T0001699,C00055,S037,P0104,2025-10-02,Mobile,3,0.0,2025-10
T0037967,C00156,S038,P0121,2025-10-02,Online,1,0.0,2025-10
T0011256,C00109,S028,P0212,2025-10-02,Online,2,0.0,2025-10
T0017169,C00046,S033,P0078,2025-10-02,InStore,1,0.0,2025-10
T0045286,C00097,S039,P0136,2025-10-02,InStore,1,0.0,2025-10
T0038797,C00075,S045,P0099,2025-10-02,Mobile,2,0.0,2025-10
T0044538,C00213,S010,P0183,2025-10-02,Online,2,0.0,2025-10
T0011895,C00077,S021,P0216,2025-10-02,Online,1,0.0,2025-10
T0017495,C00171,S005,P0208,2025-10-02,Mobile,1,0.0,2025-10
T0038788,C00166,S037,P0201,2025-10-02,InStore,1,0.0,2025-10
T0038108,C00181,S027,P0083,2025-10-02,InStore,1,0.0,2025-10
T0045232,C00107,S012,P0106,2025-10-02,Mobile,3,0.0,2025-10
T0003606,C00221,S013,P0206,2025-10-02,InStore,1,0.0,2025-10
T0017379,C00042,S008,P0004,2025-10-02,Online,1,0.0,2025-10
T0001501,C00116,S046,P0236,2025-10-02,Online,2,0.0,2025-10
T0044718,C00034,S045,P0021,2025-10-02,InStore,2,0.0,2025-10
T0012871,C00025,S044,P0021,2025-10-02,InStore,1,0.0,2025-10
T0017344,C00066,S040,P0046,2025-10-02,Online,1,0.0,2025-10
T0011274,C00209,S031,P0006,2025-10-02,InStore,1,0.1,2025-10
T0045137,C00053,S020,P0145,2025-10-02,Mobile,1,0.0,2025-10
T0017249,C00063,S022,P0077,2025-10-02,Mobile,1,0.0,2025-10
T0009225,C00019,S030,P0075,2025-10-02,Mobile,1,0.0,2025-10
T0047780,C00169,S001,P0189,2025-10-02,InStore,1,0.0,2025-10
T0045105,C00104,S027,P0153,2025-10-02,Online,1,0.0,2025-10
T0000699,C00227,S048,P0004,2025-10-02,Online,1,0.0,2025-10
T0009041,C00174,S025,P0151,2025-10-02,InStore,1,0.0,2025-10
T0037841,C00199,S016,P0024,2025-10-02,Online,1,0.0,2025-10
T0003709,C00224,S032,P0022,2025-10-02,InStore,3,0.0,2025-10
T0001979,C00091,S004,P0236,2025-10-02,Mobile,1,0.1,2025-10
T0003166,C00150,S024,P0203,2025-10-02,InStore,1,0.0,2025-10
T0043627,C00053,S039,P0046,2025-10-02,InStore,1,0.0,2025-10
T0043710,C00143,S039,P0168,2025-10-02,InStore,1,0.15,2025-10
T0039579,C00174,S015,P0198,2025-10-02,InStore,1,0.0,2025-10
T0047588,C00204,S035,P0225,2025-10-02,InStore,3,0.0,2025-10
T0003842,C00031,S042,P0027,2025-10-02,Online,1,0.0,2025-10
T0015110,C00088,S039,P0008,2025-10-02,InStore,1,0.0,2025-10
T0016374,C00196,S014,P0050,2025-10-02,Mobile,1,0.0,2025-10
T0043766,C00126,S025,P0146,2025-10-02,InStore,2,0.0,2025-10
T0043791,C00160,S024,P0195,2025-10-02,Online,2,0.0,2025-10
T0011506,C00117,S019,P0120,2025-10-02,InStore,1,0.05,2025-10
T0009810,C00244,S011,P0200,2025-10-02,InStore,1,0.15,2025-10
T0045674,C00240,S010,P0148,2025-10-02,InStore,1,0.0,2025-10
T0003361,C00143,S039,P0213,2025-10-02,InStore,1,0.0,2025-10
T0000537,C00157,S021,P0018,2025-10-02,InStore,3,0.0,2025-10
T0037598,C00121,S039,P0132,2025-10-02,Online,1,0.0,2025-10
T0009152,C00121,S002,P0048,2025-10-02,Online,1,0.0,2025-10
T0039359,C00101,S030,P0003,2025-10-02,Online,1,0.0,2025-10
T0045605,C00118,S002,P0022,2025-10-02,Mobile,1,0.0,2025-10
T0037655,C00228,S025,P0178,2025-10-02,InStore,2,0.0,2025-10
T0044033,C00139,S020,P0142,2025-10-02,InStore,1,0.0,2025-10
T0044117,C00179,S046,P0247,2025-10-02,InStore,4,0.0,2025-10
T0049544,C00048,S023,P0202,2025-10-02,InStore,1,0.0,2025-10
T0009998,C00210,S004,P0192,2025-10-02,Online,1,0.0,2025-10
T0044170,C00203,S037,P0217,2025-10-02,Online,1,0.0,2025-10
T0009306,C00168,S043,P0235,2025-10-02,Online,1,0.0,2025-10
T0045479,C00237,S049,P0208,2025-10-02,Online,1,0.0,2025-10
T0039066,C00023,S049,P0036,2025-10-02,Online,5,0.0,2025-10
T0003716,C00199,S030,P0162,2025-10-02,Online,2,0.0,2025-10
T0043904,C00023,S011,P0183,2025-10-02,InStore,3,0.0,2025-10
T0015068,C00186,S015,P0201,2025-10-02,Online,1,0.0,2025-10
T0000169,C00223,S018,P0090,2025-10-02,InStore,1,0.0,2025-10
T0036265,C00073,S044,P0248,2025-10-02,InStore,1,0.0,2025-10
T0041201,C00034,S018,P0115,2025-10-02,Mobile,1,0.0,2025-10
T0041407,C00176,S007,P0098,2025-10-02,InStore,1,0.2,2025-10
T0000905,C00021,S013,P0157,2025-10-02,InStore,1,0.0,2025-10
T0042288,C00206,S018,P0189,2025-10-02,InStore,1,0.0,2025-10
T0018578,C00125,S023,P0022,2025-10-02,Mobile,1,0.0,2025-10
T0020229,C00115,S011,P0242,2025-10-02,Online,2,0.3,2025-10
T0018325,C00161,S016,P0199,2025-10-02,Online,1,0.0,2025-10
T0012446,C00138,S045,P0188,2025-10-02,Online,1,0.0,2025-10
T0048716,C00197,S023,P0052,2025-10-02,Online,1,0.0,2025-10
T0048597,C00175,S034,P0095,2025-10-02,InStore,4,0.0,2025-10
T0042193,C00087,S035,P0139,2025-10-02,InStore,2,0.05,2025-10
T0048506,C00095,S039,P0228,2025-10-02,Online,1,0.15,2025-10
T0018604,C00046,S003,P0097,2025-10-02,InStore,1,0.0,2025-10
T0018313,C00088,S049,P0137,2025-10-02,Online,1,0.0,2025-10
T0000418,C00011,S026,P0144,2025-10-02,InStore,1,0.2,2025-10
T0048649,C00026,S041,P0037,2025-10-02,Mobile,2,0.0,2025-10
T0041734,C00176,S021,P0023,2025-10-02,InStore,1,0.0,2025-10
T0016033,C00238,S048,P0033,2025-10-02,InStore,2,0.0,2025-10
T0000994,C00102,S039,P0046,2025-10-02,Online,1,0.1,2025-10
T0042022,C00102,S004,P0043,2025-10-02,Online,1,0.0,2025-10
T0010550,C00089,S028,P0197,2025-10-02,Online,1,0.05,2025-10
T0048764,C00223,S045,P0166,2025-10-02,Online,2,0.1,2025-10
T0018454,C00084,S024,P0074,2025-10-02,Mobile,1,0.0,2025-10
T0046933,C00231,S013,P0229,2025-10-02,Online,2,0.05,2025-10
T0042199,C00241,S023,P0215,2025-10-02,Online,1,0.25,2025-10
T0041308,C00022,S009,P0126,2025-10-02,InStore,3,0.0,2025-10
T0019778,C00083,S012,P0231,2025-10-03,InStore,1,0.0,2025-10
T0008697,C00211,S027,P0143,2025-10-03,InStore,2,0.0,2025-10
T0016361,C00234,S030,P0239,2025-10-03,Mobile,1,0.05,2025-10
T0026261,C00174,S015,P0011,2025-10-03,Mobile,3,0.0,2025-10
T0014949,C00211,S035,P0250,2025-10-03,InStore,2,0.2,2025-10
T0049555,C00048,S024,P0162,2025-10-03,Online,1,0.05,2025-10
T0002639,C00092,S048,P0157,2025-10-03,InStore,1,0.0,2025-10
T0043801,C00037,S038,P0242,2025-10-03,InStore,1,0.0,2025-10
T0043914,C00208,S002,P0081,2025-10-03,InStore,1,0.15,2025-10
T0010670,C00124,S018,P0031,2025-10-03,InStore,2,0.0,2025-10
T0037461,C00022,S034,P0160,2025-10-03,InStore,3,0.15,2025-10
T0020791,C00216,S015,P0059,2025-10-03,Online,2,0.0,2025-10
T0012780,C00148,S010,P0234,2025-10-03,InStore,3,0.0,2025-10
T0045575,C00004,S019,P0108,2025-10-03,InStore,1,0.0,2025-10
T0023024,C00163,S033,P0232,2025-10-03,InStore,3,0.0,2025-10
T0043814,C00214,S004,P0172,2025-10-03,Mobile,1,0.0,2025-10
T0003769,C00155,S030,P0116,2025-10-03,Online,1,0.0,2025-10
T0022569,C00191,S033,P0051,2025-10-03,InStore,1,0.0,2025-10
T0039489,C00135,S006,P0055,2025-10-03,Online,1,0.3,2025-10
T0001850,C00067,S014,P0129,2025-10-03,Online,1,0.1,2025-10
T0006270,C00056,S024,P0208,2025-10-03,Online,1,0.0,2025-10
T0043912,C00074,S018,P0242,2025-10-03,Mobile,1,0.2,2025-10
T0006685,C00059,S042,P0088,2025-10-03,Mobile,1,0.0,2025-10
T0018267,C00134,S007,P0187,2025-10-03,Mobile,1,0.15,2025-10
T0045650,C00176,S001,P0029,2025-10-03,InStore,2,0.0,2025-10
T0045656,C00119,S024,P0125,2025-10-03,Mobile,1,0.05,2025-10
T0033112,C00038,S031,P0097,2025-10-03,InStore,2,0.0,2025-10
T0028000,C00045,S006,P0233,2025-10-03,Online,1,0.0,2025-10
T0002634,C00195,S010,P0202,2025-10-03,InStore,1,0.0,2025-10
T0007894,C00121,S035,P0022,2025-10-03,InStore,1,0.0,2025-10
T0028020,C00178,S008,P0207,2025-10-03,InStore,1,0.0,2025-10
T0039487,C00137,S014,P0138,2025-10-03,InStore,1,0.0,2025-10
T0039372,C00160,S039,P0133,2025-10-03,InStore,1,0.1,2025-10
T0033096,C00112,S042,P0103,2025-10-03,Mobile,1,0.0,2025-10
T0001853,C00162,S017,P0027,2025-10-03,Online,2,0.0,2025-10
T0025902,C00248,S038,P0234,2025-10-03,Mobile,1,0.0,2025-10
T0029582,C00029,S010,P0139,2025-10-03,InStore,1,0.0,2025-10
T0037436,C00215,S019,P0185,2025-10-03,InStore,3,0.0,2025-10
T0004683,C00133,S012,P0012,2025-10-03,InStore,1,0.0,2025-10
T0037277,C00224,S031,P0180,2025-10-03,Mobile,1,0.0,2025-10
T0041394,C00202,S049,P0217,2025-10-03,Online,2,0.1,2025-10
T0020735,C00157,S001,P0208,2025-10-03,InStore,1,0.0,2025-10
T0048268,C00188,S047,P0213,2025-10-03,InStore,1,0.0,2025-10
T0013682,C00139,S033,P0208,2025-10-03,Online,1,0.25,2025-10
T0039745,C00129,S012,P0236,2025-10-03,Online,2,0.05,2025-10
T0043441,C00097,S037,P0129,2025-10-03,InStore,1,0.0,2025-10
T0021835,C00197,S024,P0140,2025-10-03,Mobile,4,0.0,2025-10
T0039685,C00136,S038,P0024,2025-10-03,InStore,3,0.0,2025-10
T0029865,C00024,S044,P0234,2025-10-03,InStore,1,0.0,2025-10
T0032746,C00151,S045,P0072,2025-10-03,InStore,1,0.0,2025-10
T0003097,C00152,S040,P0237,2025-10-03,InStore,2,0.0,2025-10
T0037210,C00109,S038,P0142,2025-10-03,InStore,2,0.0,2025-10
T0002028,C00134,S003,P0233,2025-10-03,InStore,2,0.0,2025-10
T0048702,C00082,S016,P0196,2025-10-03,Mobile,2,0.1,2025-10
T0034833,C00136,S011,P0217,2025-10-03,InStore,1,0.0,2025-10
T0003898,C00101,S038,P0096,2025-10-03,InStore,1,0.0,2025-10
T0032713,C00035,S045,P0108,2025-10-03,Mobile,1,0.0,2025-10
T0020259,C00093,S016,P0176,2025-10-03,Mobile,1,0.0,2025-10
T0032750,C00186,S024,P0115,2025-10-03,InStore,1,0.0,2025-10
T0037444,C00141,S022,P0181,2025-10-03,Mobile,1,0.0,2025-10
T0048263,C00131,S017,P0161,2025-10-03,InStore,1,0.0,2025-10
T0003164,C00076,S030,P0114,2025-10-03,Online,3,0.15,2025-10
T0009012,C00160,S044,P0203,2025-10-03,InStore,2,0.0,2025-10
T0001317,C00246,S037,P0170,2025-10-03,Mobile,1,0.0,2025-10
T0034605,C00111,S027,P0056,2025-10-03,InStore,3,0.0,2025-10
T0045770,C00129,S002,P0223,2025-10-03,InStore,1,0.0,2025-10
T0009548,C00103,S044,P0033,2025-10-03,InStore,1,0.0,2025-10
T0031520,C00074,S010,P0151,2025-10-03,InStore,1,0.05,2025-10
T0023787,C00231,S016,P0161,2025-10-03,Online,1,0.0,2025-10
T0003189,C00116,S046,P0014,2025-10-03,InStore,3,0.0,2025-10
T0048202,C00219,S017,P0105,2025-10-03,Mobile,1,0.05,2025-10
T0006185,C00109,S013,P0069,2025-10-03,Mobile,1,0.0,2025-10
T0019854,C00040,S035,P0216,2025-10-03,InStore,1,0.0,2025-10
T0041448,C00110,S042,P0088,2025-10-03,InStore,1,0.05,2025-10
T0046966,C00108,S013,P0154,2025-10-03,Mobile,1,0.0,2025-10
T0045823,C00080,S029,P0223,2025-10-03,Mobile,2,0.0,2025-10
T0004284,C00033,S032,P0243,2025-10-03,Mobile,1,0.25,2025-10
T0024077,C00134,S007,P0005,2025-10-03,InStore,2,0.05,2025-10
T0026889,C00057,S022,P0142,2025-10-03,InStore,1,0.0,2025-10
T0029676,C00046,S029,P0177,2025-10-03,Mobile,1,0.0,2025-10
T0000524,C00007,S027,P0085,2025-10-03,InStore,1,0.0,2025-10
T0026902,C00250,S044,P0096,2025-10-03,Mobile,1,0.0,2025-10
T0029614,C00112,S048,P0141,2025-10-03,InStore,1,0.0,2025-10
T0025947,C00115,S016,P0066,2025-10-03,Online,1,0.0,2025-10
T0026688,C00083,S043,P0209,2025-10-03,Online,1,0.0,2025-10
T0013488,C00084,S044,P0093,2025-10-03,InStore,2,0.0,2025-10
T0024343,C00160,S040,P0074,2025-10-03,InStore,1,0.0,2025-10
T0034127,C00086,S007,P0227,2025-10-03,InStore,3,0.15,2025-10
T0006565,C00167,S019,P0070,2025-10-03,InStore,2,0.0,2025-10
T0031181,C00115,S006,P0074,2025-10-03,InStore,2,0.0,2025-10
T0038708,C00102,S029,P0034,2025-10-03,Online,1,0.15,2025-10
T0026085,C00195,S042,P0074,2025-10-03,Mobile,1,0.0,2025-10
T0038110,C00073,S027,P0008,2025-10-03,InStore,2,0.25,2025-10
T0011027,C00181,S021,P0070,2025-10-03,InStore,1,0.0,2025-10
T0024890,C00151,S042,P0153,2025-10-03,InStore,2,0.0,2025-10
T0031281,C00138,S018,P0136,2025-10-03,Online,1,0.0,2025-10
T0007050,C00016,S018,P0142,2025-10-03,InStore,1,0.0,2025-10
T0013389,C00023,S024,P0234,2025-10-03,InStore,4,0.0,2025-10
T0008756,C00140,S004,P0216,2025-10-03,Mobile,3,0.0,2025-10
T0028901,C00172,S004,P0081,2025-10-03,Mobile,1,0.05,2025-10
T0014359,C00200,S037,P0051,2025-10-03,InStore,1,0.0,2025-10
T0041958,C00091,S043,P0186,2025-10-03,Online,1,0.0,2025-10
T0007603,C00086,S011,P0137,2025-10-03,Online,1,0.0,2025-10
T0009277,C00175,S036,P0117,2025-10-03,Online,1,0.0,2025-10
T0003409,C00004,S011,P0157,2025-10-03,InStore,1,0.0,2025-10
T0028358,C00086,S039,P0102,2025-10-03,InStore,1,0.15,2025-10
T0017154,C00039,S030,P0216,2025-10-03,Online,1,0.0,2025-10
T0031188,C00187,S001,P0148,2025-10-03,InStore,1,0.3,2025-10
T0015400,C00086,S027,P0044,2025-10-03,InStore,4,0.0,2025-10
T0049306,C00169,S022,P0185,2025-10-03,Mobile,5,0.0,2025-10
T0024883,C00182,S010,P0214,2025-10-03,InStore,1,0.0,2025-10
T0047133,C00126,S042,P0178,2025-10-03,InStore,1,0.0,2025-10
T0001545,C00058,S047,P0213,2025-10-03,InStore,2,0.0,2025-10
T0007835,C00048,S039,P0117,2025-10-03,Mobile,1,0.0,2025-10
T0021033,C00097,S024,P0208,2025-10-03,Mobile,2,0.15,2025-10
T0021964,C00147,S016,P0234,2025-10-03,Online,2,0.0,2025-10
T0033933,C00214,S046,P0067,2025-10-03,InStore,1,0.0,2025-10
T0021013,C00142,S033,P0127,2025-10-03,InStore,1,0.0,2025-10
T0026114,C00121,S039,P0169,2025-10-03,Online,2,0.1,2025-10
T0028548,C00193,S023,P0227,2025-10-03,InStore,2,0.0,2025-10
T0007060,C00042,S036,P0192,2025-10-03,Online,1,0.0,2025-10
T0028543,C00217,S038,P0198,2025-10-03,InStore,1,0.0,2025-10
T0028694,C00160,S024,P0195,2025-10-03,InStore,1,0.0,2025-10
T0041852,C00036,S006,P0029,2025-10-03,InStore,1,0.0,2025-10
T0001581,C00093,S030,P0033,2025-10-03,Online,1,0.0,2025-10
T0024867,C00223,S025,P0151,2025-10-03,InStore,1,0.1,2025-10
T0008771,C00097,S024,P0142,2025-10-03,Mobile,1,0.0,2025-10
T0010923,C00079,S033,P0100,2025-10-03,InStore,1,0.0,2025-10
T0000656,C00153,S049,P0160,2025-10-03,Mobile,1,0.0,2025-10
T0044857,C00164,S038,P0195,2025-10-03,InStore,4,0.25,2025-10
T0049995,C00031,S045,P0059,2025-10-03,InStore,4,0.0,2025-10
T0038295,C00164,S025,P0163,2025-10-03,InStore,2,0.0,2025-10
T0028486,C00222,S043,P0039,2025-10-03,Online,1,0.0,2025-10
T0028317,C00167,S021,P0213,2025-10-03,InStore,2,0.0,2025-10
T0037951,C00101,S011,P0165,2025-10-03,InStore,4,0.2,2025-10
T0047098,C00191,S006,P0218,2025-10-03,Online,3,0.0,2025-10
T0023653,C00058,S048,P0113,2025-10-03,InStore,1,0.2,2025-10
T0007850,C00069,S024,P0053,2025-10-03,InStore,1,0.0,2025-10
T0037772,C00053,S047,P0046,2025-10-03,InStore,2,0.0,2025-10
T0021237,C00104,S049,P0237,2025-10-03,Online,1,0.15,2025-10
T0044188,C00040,S028,P0034,2025-10-03,Online,2,0.1,2025-10
T0026246,C00020,S045,P0142,2025-10-03,Online,1,0.0,2025-10
T0022015,C00193,S037,P0211,2025-10-03,InStore,3,0.1,2025-10
T0033361,C00059,S018,P0164,2025-10-03,InStore,1,0.0,2025-10
T0019737,C00028,S029,P0138,2025-10-03,Mobile,1,0.0,2025-10
T0033351,C00049,S032,P0129,2025-10-03,Online,1,0.0,2025-10
T0033328,C00040,S045,P0052,2025-10-03,InStore,1,0.0,2025-10
T0013358,C00112,S015,P0113,2025-10-03,Mobile,1,0.0,2025-10
T0006340,C00142,S047,P0243,2025-10-03,InStore,2,0.0,2025-10
T0015407,C00006,S003,P0223,2025-10-03,InStore,1,0.0,2025-10
T0015356,C00106,S008,P0049,2025-10-03,Mobile,1,0.1,2025-10
T0006664,C00223,S048,P0178,2025-10-03,Online,1,0.0,2025-10
T0011135,C00094,S022,P0111,2025-10-03,InStore,2,0.0,2025-10
T0000311,C00159,S030,P0116,2025-10-03,Online,2,0.0,2025-10
T0034446,C00122,S005,P0205,2025-10-03,InStore,1,0.0,2025-10
T0048555,C00191,S014,P0056,2025-10-03,InStore,1,0.0,2025-10
T0048137,C00206,S018,P0202,2025-10-03,InStore,1,0.0,2025-10
T0022656,C00203,S039,P0044,2025-10-03,Online,3,0.0,2025-10
T0037784,C00160,S023,P0082,2025-10-03,Online,1,0.0,2025-10
T0045478,C00094,S005,P0051,2025-10-03,Mobile,2,0.15,2025-10
T0025391,C00225,S018,P0037,2025-10-03,InStore,2,0.0,2025-10
T0000914,C00203,S037,P0101,2025-10-03,Online,2,0.0,2025-10
T0009963,C00021,S016,P0161,2025-10-03,Mobile,1,0.0,2025-10
T0020313,C00143,S027,P0209,2025-10-03,InStore,3,0.0,2025-10
T0029003,C00119,S047,P0130,2025-10-03,InStore,1,0.2,2025-10
T0017481,C00092,S015,P0162,2025-10-03,Online,1,0.2,2025-10
T0038951,C00225,S018,P0026,2025-10-03,Online,1,0.0,2025-10
T0038955,C00143,S027,P0213,2025-10-03,InStore,2,0.0,2025-10
T0016345,C00121,S049,P0244,2025-10-03,Online,1,0.0,2025-10
T0045407,C00022,S020,P0085,2025-10-03,Online,2,0.0,2025-10
T0045416,C00008,S011,P0197,2025-10-03,InStore,1,0.0,2025-10
T0039288,C00146,S039,P0117,2025-10-03,Mobile,2,0.0,2025-10
T0009175,C00140,S040,P0045,2025-10-03,Online,1,0.0,2025-10
T0020310,C00124,S048,P0173,2025-10-03,Online,3,0.0,2025-10
T0018414,C00228,S010,P0052,2025-10-03,InStore,1,0.0,2025-10
T0042007,C00127,S039,P0034,2025-10-03,InStore,1,0.1,2025-10
T0034319,C00147,S013,P0239,2025-10-03,Online,1,0.1,2025-10
T0029064,C00209,S002,P0107,2025-10-03,InStore,1,0.0,2025-10
T0009977,C00059,S047,P0213,2025-10-03,InStore,1,0.0,2025-10
T0026008,C00146,S024,P0157,2025-10-03,InStore,1,0.0,2025-10
T0016239,C00206,S025,P0049,2025-10-03,InStore,2,0.0,2025-10
T0015171,C00173,S002,P0132,2025-10-03,InStore,2,0.0,2025-10
T0013464,C00108,S011,P0141,2025-10-03,InStore,1,0.0,2025-10
T0021167,C00057,S027,P0238,2025-10-03,InStore,1,0.0,2025-10
T0004654,C00140,S017,P0180,2025-10-03,InStore,1,0.0,2025-10
T0016041,C00171,S021,P0201,2025-10-03,InStore,1,0.0,2025-10
T0049010,C00147,S006,P0160,2025-10-03,InStore,1,0.1,2025-10
T0043134,C00113,S039,P0128,2025-10-03,InStore,1,0.0,2025-10
T0003969,C00250,S035,P0190,2025-10-03,InStore,1,0.0,2025-10
T0005390,C00013,S049,P0034,2025-10-03,Online,1,0.0,2025-10
T0032409,C00059,S025,P0121,2025-10-03,InStore,1,0.0,2025-10
T0001055,C00125,S037,P0061,2025-10-03,Online,1,0.0,2025-10
T0035430,C00095,S024,P0082,2025-10-03,Online,1,0.0,2025-10
T0022214,C00207,S004,P0098,2025-10-03,Online,3,0.0,2025-10
T0012696,C00104,S027,P0045,2025-10-03,Online,2,0.0,2025-10
T0000795,C00059,S015,P0121,2025-10-03,Online,1,0.0,2025-10
T0040244,C00247,S031,P0064,2025-10-03,InStore,5,0.0,2025-10
T0017914,C00063,S036,P0093,2025-10-03,Online,1,0.0,2025-10
T0013267,C00050,S028,P0090,2025-10-03,Online,1,0.0,2025-10
T0009515,C00166,S024,P0056,2025-10-03,Mobile,1,0.0,2025-10
T0027396,C00191,S026,P0197,2025-10-03,InStore,1,0.0,2025-10
T0040236,C00164,S030,P0076,2025-10-03,Online,1,0.0,2025-10
T0021552,C00097,S027,P0082,2025-10-03,Online,1,0.0,2025-10
T0016732,C00249,S040,P0126,2025-10-03,Online,1,0.15,2025-10
T0006971,C00170,S004,P0046,2025-10-03,Mobile,1,0.0,2025-10
T0043225,C00229,S008,P0210,2025-10-03,Online,1,0.0,2025-10
T0040099,C00221,S030,P0059,2025-10-03,Online,2,0.0,2025-10
T0040110,C00097,S027,P0248,2025-10-03,InStore,1,0.0,2025-10
T0030045,C00072,S038,P0024,2025-10-03,InStore,1,0.0,2025-10
T0040122,C00170,S020,P0109,2025-10-03,Mobile,1,0.0,2025-10
T0032475,C00194,S048,P0184,2025-10-03,InStore,1,0.0,2025-10
T0023862,C00169,S017,P0237,2025-10-03,Online,1,0.0,2025-10
T0008628,C00206,S045,P0063,2025-10-03,InStore,1,0.0,2025-10
T0018893,C00063,S022,P0035,2025-10-03,InStore,3,0.0,2025-10
T0020529,C00190,S042,P0168,2025-10-03,Online,1,0.0,2025-10
T0041108,C00114,S050,P0004,2025-10-03,Online,1,0.0,2025-10
T0043170,C00002,S030,P0180,2025-10-03,Mobile,1,0.0,2025-10
T0007136,C00222,S034,P0158,2025-10-03,Online,1,0.0,2025-10
T0009738,C00058,S018,P0215,2025-10-03,Online,1,0.0,2025-10
T0048824,C00207,S002,P0176,2025-10-03,InStore,4,0.0,2025-10
T0040352,C00245,S006,P0248,2025-10-03,InStore,1,0.05,2025-10
T0042365,C00089,S030,P0134,2025-10-03,Mobile,2,0.05,2025-10
T0030268,C00216,S025,P0232,2025-10-03,Online,3,0.0,2025-10
T0026505,C00033,S049,P0222,2025-10-03,Online,1,0.2,2025-10
T0049749,C00208,S043,P0164,2025-10-03,Online,3,0.0,2025-10
T0036799,C00235,S024,P0024,2025-10-03,InStore,1,0.0,2025-10
T0004083,C00182,S045,P0229,2025-10-03,Online,1,0.1,2025-10
T0007473,C00086,S044,P0247,2025-10-03,InStore,4,0.0,2025-10
T0035168,C00020,S025,P0161,2025-10-03,Online,2,0.1,2025-10
T0000070,C00127,S020,P0201,2025-10-03,InStore,1,0.0,2025-10
T0046508,C00047,S005,P0210,2025-10-03,InStore,2,0.0,2025-10
T0036640,C00093,S030,P0213,2025-10-03,Online,1,0.0,2025-10
T0015942,C00045,S022,P0215,2025-10-03,Online,1,0.1,2025-10
T0015935,C00229,S001,P0180,2025-10-03,Online,1,0.0,2025-10
T0013143,C00014,S020,P0067,2025-10-03,Online,1,0.0,2025-10
T0027311,C00170,S032,P0118,2025-10-03,InStore,1,0.0,2025-10
T0025568,C00033,S039,P0075,2025-10-03,InStore,1,0.0,2025-10
T0009470,C00079,S010,P0001,2025-10-03,InStore,3,0.1,2025-10
T0005449,C00041,S026,P0106,2025-10-03,Online,2,0.0,2025-10
T0036833,C00036,S013,P0086,2025-10-03,InStore,2,0.0,2025-10
T0004564,C00016,S045,P0239,2025-10-03,InStore,1,0.0,2025-10
T0004566,C00248,S011,P0246,2025-10-03,Mobile,4,0.0,2025-10
T0004002,C00176,S019,P0176,2025-10-03,InStore,2,0.0,2025-10
